"1","2","3","4"
27.2,0.134,1.056,1.785
14.62,0.107,0.637,1.214
11.59,0.101,0.652,1.133
9.662,0.09,0.578,1.123
7.579,0.079,0.463,1.035
6.465,0.077,0.402,1.211
5.802,0.074,0.357,1.236
5.263,0.071,0.332,1.289
4.784,0.098,0.312,1.375
4.433,0.08,0.297,1.397
8.349,0.179,0.507,1.488
76.74,0.123,15.62,4.264
26.32,0.087,2.801,2.53
12.22,0.075,1.175,1.937
11.89,0.076,0.921,2.319
9.778,0.089,0.775,1.799
9.436,0.211,1.467,1.75
10.6,0.151,2.086,1.861
8.428,0.104,1.194,1.56
6.631,0.09,0.838,1.453
6.186,0.177,0.811,2.129
10.08,0.181,1.193,2.439
7.123,0.101,0.73,1.774
7.012,0.186,1.717,1.595
7.62,0.167,1.761,1.567
6.61,0.139,1.259,1.686
9.711,0.661,3.2,1.672
15.52,0.731,4.476,2.092
20.54,0.502,2.777,3.958
11.74,0.391,1.411,2.684
36.93,5.355,7.798,13.67
63.66,1.644,5,17.82
68.32,0.86,4.635,15.38
62.95,3.795,6.706,15.18
29.3,0.723,2.914,8.526
17.39,0.428,1.69,5.872
13.39,0.303,1.24,5.442
11.94,0.273,1.16,4.415
10.02,0.223,0.964,3.73
9.641,0.222,0.92,3.589
10.72,0.206,0.975,3.309
9.466,0.311,0.949,3.051
7.912,0.217,0.809,2.821
7.246,0.182,0.717,2.681
6.623,0.16,0.626,2.404
5.858,0.143,0.528,2.167
5.347,0.125,0.5,2.025
4.891,0.112,0.459,1.942
4.545,0.106,0.451,1.842
4.385,0.107,0.442,2.552
6.393,0.138,0.497,14.19
15.12,0.115,0.467,5.727
7.567,0.118,0.406,3.988
5.955,0.108,0.408,3.175
5.051,0.094,0.379,2.708
4.406,0.086,0.362,2.413
3.891,0.079,0.337,2.134
3.521,0.076,0.326,1.992
3.366,0.076,0.318,1.881
3.28,0.074,0.317,1.826
3.207,0.071,0.302,1.739
3.109,0.067,0.301,1.648
2.999,0.065,0.289,1.595
2.94,0.064,0.309,1.567
2.708,0.062,0.292,1.515
2.479,0.057,0.279,1.45
2.451,0.059,0.273,1.458
3.284,0.075,0.335,1.833
4.762,0.069,0.313,1.654
3.456,0.06,0.254,1.496
3.531,0.109,0.643,2.877
3.887,0.079,0.423,2.188
3.149,0.065,0.296,1.712
2.961,0.065,0.269,1.545
3.637,0.078,0.357,1.84
5.284,0.077,0.449,1.776
3.56,0.067,0.362,1.802
3,0.064,0.337,1.809
4.698,0.088,0.34,2.298
5.413,0.21,0.387,2.447
4.37,0.093,0.39,2.181
5.442,0.232,0.734,2.107
12.3,0.215,1.111,2.446
61.95,4.143,13.02,7.598
136.8,1.824,14.79,12.35
56.69,0.816,11.37,9.161
51.24,0.961,6.748,12.39
35.87,1.126,3.999,9.053
129.3,4.707,11.62,13.56
46.11,1.246,5.58,8.92
111.5,4.277,13.26,22.24
47.84,1.136,5.396,11.93
48.83,0.833,3.809,8.932
40.21,0.511,2.701,6.716
24.32,0.372,1.764,5.228
26.48,0.372,1.617,9.997
46.21,0.413,5.597,9.132
25.01,0.309,2.287,6.045
16.92,0.261,1.568,4.749
13.23,0.211,1.206,3.97
11.41,0.198,1.078,3.743
12.05,0.185,1.015,3.897
10.69,0.171,0.953,3.361
11.2,0.46,0.902,3.14
22.79,0.546,2.094,3.384
12.38,0.268,1.093,2.834
9.352,0.208,0.91,2.584
8.357,0.187,0.819,2.636
8.306,0.162,0.717,2.574
7.425,0.152,0.672,2.632
6.929,0.139,0.626,2.393
6.337,0.134,0.598,2.227
5.848,0.129,0.537,2.128
5.713,0.122,0.5,2.01
5.168,0.117,0.447,1.898
4.828,0.114,0.415,1.821
4.808,0.137,0.452,1.896
41.87,0.555,1.674,5.226
36.42,1.129,2.771,3.636
16.6,0.371,1.34,2.892
74.68,0.844,7.284,6.733
105.7,2.43,18.98,10.98
49.45,0.869,5.256,8.416
30.82,1.688,5.035,9.276
86.71,1.502,12.96,15.45
95.08,1.627,12.44,27.97
60.34,0.86,5.556,19.01
30.97,0.517,2.926,12.09
88.32,1.588,11.27,31.06
83.4,1.291,7.436,22.02
35.89,1.224,3.597,14.15
43.88,2.723,5.791,16.65
71,4.277,14.44,12.98
76.6,1.424,7.543,20.09
37.69,0.937,3.879,12.25
28.68,0.749,2.848,9.451
22.98,0.578,2.256,7.736
19.02,0.485,1.812,6.505
17.66,0.415,1.638,6.977
20.46,0.508,2.197,9.445
42.56,1.443,3.913,12.72
22.21,0.59,2.069,7.699
16.83,0.429,1.542,6.232
23.74,1.307,5.619,11.94
42.81,0.918,4.819,11.52
35.5,0.75,3.012,24.34
73.35,3.13,9.151,22.25
219.4,5.382,25.05,37.73
59.73,1.261,6.02,18.19
36.05,0.829,3.616,12.97
27.36,0.638,2.772,10.04
32.66,0.61,3.156,11.24
29.4,0.522,2.699,8.984
25.37,0.447,2.311,10.16
22.57,0.382,2.154,8.085
18.03,0.338,1.732,6.911
15.6,0.307,1.468,6.159
14.75,0.296,1.35,7.446
16.74,0.321,1.414,7.842
101.4,1.152,5.353,21.43
36.67,0.84,2.912,11.69
36.56,1.064,6.129,9.723
36.25,0.843,5.512,8.739
43.09,0.892,9.194,16.51
36.15,0.632,5.158,14.71
23.12,0.455,3.013,10.09
23.86,0.744,5.13,10.36
44.38,1.238,6.257,13.36
51.08,1.075,6.907,21.92
55.02,2.986,16.8,24.53
172.1,3.317,22.73,37.3
85.83,2.89,16.15,21.18
63.23,1.8,8.846,19.06
73.51,4.034,12.04,21.61
133.2,2.242,14.58,27.77
74.54,2.586,7.952,23.72
115.3,1.937,11.33,28.68
71.1,1.22,8.368,21.53
52.89,1.542,6.914,24.84
206.5,3.726,27.48,62.76
146.1,2.864,19.4,46.46
163.3,1.983,12.2,48.64
181.5,2.522,24.89,42.24
131.3,2.282,13.58,35.85
72.23,2.037,7.681,23.35
62.44,3.944,8.598,17.24
43.46,2.002,5.561,13.59
31.83,1.203,3.842,10.62
25.98,0.923,3.034,8.885
21.78,0.762,2.524,7.45
18.89,0.659,2.25,6.356
16.93,0.564,1.945,5.552
36.48,0.899,4.138,10.03
46.53,0.959,4.01,9.337
22.3,0.659,2.459,6.75
124.6,5.483,30.25,24.49
129,3.764,17.65,24.92
91.24,2.996,12.87,23.16
76.94,1.707,7.777,20.58
39.48,1.134,4.44,13.8
28.87,0.854,3.229,10.65
22.76,0.672,2.495,8.641
37.3,2.151,4.382,15.59
209.3,2.119,25.04,55.04
65.06,1.02,6.266,22.81
38.13,0.92,3.81,15.63
27.64,0.76,2.79,11.61
225.4,7.186,47.84,66.8
194.3,1.461,43.02,38.27
97.66,1.159,13.47,24.03
43.64,0.811,5.405,15.24
30.78,2.059,3.939,11.64
46.4,1.898,6.007,13.77
52.18,1.427,6.947,16.32
156,9.894,24.5,22.73
69.01,1.814,8.05,14.88
46.07,1.203,5.145,11.79
37.58,1.741,4.794,10.67
35.62,1.322,4.654,12.87
47.42,1.279,6.033,16.04
121.1,3.253,13.31,40.04
65.18,2.884,19.14,39.84
138.1,4.72,24.93,41.21
131.4,3.974,20.29,32.61
133.8,2.768,20.16,34.17
210.5,4.215,34.04,32.23
84.1,2.052,13.64,19.58
64.82,1.303,7.949,18.29
78.52,1.04,6.744,17.2
76.15,1.602,7.555,17.15
48.84,0.927,4.636,14.99
142.8,1.162,10.58,25.25
91.79,2.939,13.25,21.68
171.9,2.852,22.55,32.69
68.42,2.704,7.158,17.82
47.18,1.731,5.337,13.25
53.16,1.168,5.974,14.14
54.07,0.998,6.101,11.78
31.62,0.771,3.742,8.743
38.19,0.725,7.239,8.337
41.41,0.607,5.475,7.655
25.6,0.537,3.262,6.261
20.75,0.49,2.578,5.623
55.11,0.839,5.394,17.76
30.96,0.605,3.334,9.686
38.09,0.79,6.745,12.34
90.39,0.987,9.024,16.67
252.3,3.368,38.24,45.1
78.58,0.93,8.281,21.02
54.62,1.004,6.482,15.02
140.2,5.999,40.62,23.88
77.35,1.41,12.32,20.31
40.94,0.963,5.961,13.64
32.74,0.74,4.579,10.83
52.63,2.602,10.32,13.09
75.48,1.759,10.99,18.57
62.74,0.967,6.938,17.4
35.8,0.684,4.314,12.3
28.01,0.555,3.297,9.763
22.96,0.508,2.616,8.149
19.85,0.645,2.133,6.806
17.14,0.559,1.973,6.028
16.13,0.374,1.819,5.339
15.22,0.367,1.811,4.903
14.58,0.359,1.748,4.803
15.08,0.338,1.632,4.605
13.91,0.31,1.532,4.19
13.72,0.274,1.411,3.88
11.98,0.252,1.191,3.51
10.87,0.24,1.076,3.257
10.48,0.223,1.013,3.087
9.795,0.212,0.982,2.886
8.695,0.212,0.743,2.693
8.008,0.227,0.939,2.526
8.377,0.192,0.848,2.483
11.13,0.193,0.991,2.717
29.94,0.346,2.21,5.936
45.92,0.752,3.475,7.759
31.39,0.451,2.628,6.252
19.43,0.329,1.748,4.486
63.66,0.602,3.031,27.5
163.8,1.405,5.761,43.89
48.56,0.666,2.801,16.69
28.84,0.45,1.873,11.47
22.66,0.361,1.517,8.904
18.41,0.31,1.329,7.128
15.71,0.28,1.216,6.034
13.83,0.256,1.101,5.192
12.65,0.248,1.04,4.675
11.65,0.228,0.975,4.272
10.87,0.218,0.927,4.028
11.22,0.253,1.062,5.197
43.2,0.669,2.833,11.03
23.63,0.379,1.514,6.768
47.12,4.751,4.771,9.581
67.78,1.58,9.146,11.99
122.9,3.641,12.92,27.48
79.63,1.441,7.557,20.73
68.19,1.521,5.76,21.3
66.8,1.276,10.54,15.94
72.83,0.956,15.81,17.6
142.1,6.521,32.02,24.12
58.58,1.197,7.707,15.48
71.25,2.506,10.81,16.26
38.93,1.152,5.09,11.56
36.31,1.045,5.067,9.907
25.44,0.668,3.222,7.866
49.92,1.806,6.71,10.6
47.96,0.936,5.259,12.02
65.66,1.437,8.423,14.73
35.64,0.724,3.824,10.79
26.38,0.578,2.657,8.759
22.46,0.635,2.284,7.476
27.47,1.643,3.189,7.734
29.39,1.006,2.941,8.946
22.16,0.646,2.161,7.146
18.25,0.553,1.815,6.122
29.76,1.469,5.381,5.752
25.32,0.63,3.724,5.089
18.91,0.875,2.528,4.77
16.77,0.613,1.981,4.532
14.52,0.447,1.655,4.239
19.43,0.636,2.483,4.407
18.49,0.503,2.123,4.044
14.12,0.403,1.629,3.625
12.51,0.358,1.42,3.383
11.42,0.326,1.34,3.147
10.2,0.283,1.137,2.903
10.72,0.526,1.37,3.117
18.68,4.488,3.26,4.578
38.91,1.218,3.56,6.958
32.48,0.677,3.589,5.463
29.96,0.765,3.837,4.966
18.23,0.592,2.515,3.975
18.88,1.007,2.59,4.065
43.37,1.476,17.76,6.355
43.84,0.806,6.429,5.69
55.91,0.98,8.41,10.82
61.24,1.075,7.417,10.09
29.97,0.705,3.892,7.289
22.37,0.685,2.81,6.147
34.58,0.519,3.736,8.719
29.92,0.438,2.929,6.789
21.27,0.359,2.021,5.774
17.6,0.506,2.913,9.112
77.51,1.898,8.738,18.96
74.23,1.307,10.6,15.53
58.05,0.694,9.812,16.05
66.86,0.714,7.425,19.71
97.98,0.886,7.587,28.05
54.62,0.629,4.95,20.55
38.22,1.331,3.901,17.36
63.19,0.705,3.822,17.99
39.26,1.082,7.983,13.21
36.54,0.858,6.92,16.07
28.28,0.591,3.76,11.52
20.29,0.769,2.61,9.33
22.43,2.348,3.566,8.884
19.04,0.793,2.854,7.422
15.1,0.525,2.012,6.31
15.55,0.419,4.394,5.578
17.92,0.49,4.451,5.048
13.05,0.378,2.206,4.392
11.52,0.319,1.699,3.71
10.74,0.278,1.413,3.389
9.494,0.243,1.233,3.098
11.24,0.79,1.768,3.055
25.3,0.859,3.767,3.985
14.21,0.441,2.003,3.018
11.08,0.35,1.496,2.839
10.67,0.326,1.405,2.804
30.82,1.163,5.283,7.664
27.81,0.562,2.726,5.945
23.83,0.44,2.013,6.876
19.92,0.364,1.661,5.137
13.61,0.285,1.324,3.886
11.07,0.233,1.082,3.292
19.17,0.483,2.32,4.049
28.94,0.533,1.757,4.52
26.12,0.91,2.027,3.75
15.52,0.376,1.308,3.131
33.86,1.888,1.634,3.443
18.28,0.518,1.278,2.875
14.14,0.421,1.063,5.855
32.87,0.385,1.734,5.846
20.38,0.303,1.403,3.806
13.59,0.267,0.965,3.088
11.76,0.236,0.861,3.564
10.51,0.215,0.763,3.199
9.276,0.191,0.691,2.868
8.294,0.171,0.632,2.614
7.628,0.158,0.59,2.459
7.14,0.149,0.579,2.333
6.718,0.147,0.566,2.21
6.434,0.139,0.537,2.105
6.133,0.136,0.519,2.028
5.927,0.137,0.512,1.968
5.64,0.128,0.495,1.89
5.559,0.216,0.46,1.87
6.16,0.236,0.597,1.839
5.486,0.153,0.465,1.704
11.64,1.054,0.579,6.125
35.06,0.561,1.579,5.426
10.49,0.26,0.683,2.798
7.748,0.191,0.564,2.284
6.389,0.156,0.483,2.011
5.655,0.14,0.446,1.864
7.208,0.13,0.438,1.799
8.388,0.118,0.389,3.367
6.6,0.11,0.355,2.233
5.204,0.102,0.343,1.872
4.713,0.095,0.353,1.661
4.349,0.089,0.35,1.595
4.059,0.086,0.334,1.521
3.747,0.083,0.32,1.436
3.576,0.086,0.309,1.399
3.517,0.081,0.292,1.342
3.474,0.077,0.289,1.263
3.416,0.076,0.28,1.22
3.312,0.074,0.291,1.186
3.246,0.074,0.307,1.176
3.182,0.072,0.296,1.152
3.074,0.068,0.268,1.104
3.027,0.083,0.272,1.083
16.2,0.082,0.361,1.686
11.56,0.169,0.665,1.629
6.118,0.097,0.409,1.263
4.594,0.074,0.347,1.159
3.748,0.07,0.313,1.081
3.414,0.07,0.287,1.046
3.206,0.067,0.275,0.941
3.075,0.068,0.281,0.898
3.027,0.064,0.288,0.931
3.025,0.086,0.299,0.93
2.91,0.071,0.28,0.887
2.897,0.071,0.276,0.932
2.763,0.059,0.256,0.894
2.637,0.054,0.234,0.821
2.554,0.05,0.214,0.813
2.488,0.048,0.214,0.834
2.419,0.046,0.206,0.82
2.373,0.043,0.198,0.795
2.316,0.044,0.195,0.77
2.282,0.044,0.192,0.756
2.245,0.041,0.193,0.68
2.204,0.04,0.184,0.674
4.197,0.092,0.312,0.883
45.17,2.407,4.161,1.641
10.85,0.304,0.898,1.138
6.522,0.172,0.631,0.993
4.812,0.118,0.444,0.895
3.905,0.107,0.37,0.827
3.432,0.096,0.344,0.812
3.526,0.086,0.32,0.803
3.13,0.082,0.317,0.772
2.973,0.076,0.3,0.771
2.843,0.073,0.282,0.759
2.728,0.066,0.272,0.762
2.654,0.065,0.245,0.739
2.585,0.066,0.241,0.733
2.507,0.06,0.232,0.723
2.446,0.059,0.225,0.753
2.444,0.062,0.225,0.899
2.717,0.136,0.309,1.238
3.363,0.105,0.37,1.729
7.287,0.267,0.782,3.004
7.649,0.187,0.645,2.029
8.157,0.123,0.564,2.021
5.766,0.1,0.451,1.606
4.479,0.085,0.385,1.378
10.25,0.238,0.782,2.617
15.72,0.371,1.14,2.375
18.05,1.531,1.529,2.315
18.12,0.571,1.438,2.178
10.06,0.263,0.838,1.754
7.076,0.197,0.526,1.575
7.119,0.248,0.494,2.445
36.28,1.522,3.508,6.61
76.34,1.824,7.729,10.88
39.32,2.007,4.672,8.346
58.01,1.391,4.786,15.33
37.12,0.541,1.769,11.18
53.35,1.924,10.42,10.08
47.54,1.362,6.296,7.926
21.68,0.685,2.351,5.581
15.45,0.482,1.513,4.506
12.36,0.364,1.186,3.751
10.87,0.307,1.025,3.233
9.841,0.28,0.92,3.081
9.763,0.253,0.86,2.945
8.841,0.226,0.765,2.643
7.758,0.197,0.667,2.355
6.839,0.173,0.57,2.117
7.213,0.224,0.732,2.198
10.69,0.263,0.984,2.76
16.37,0.288,1.331,4.716
20.95,0.88,1.13,8.965
29.72,2.123,2.715,9.833
63.77,4.16,4.455,13.14
92.11,2.089,6.964,13.53
171,3.371,21.18,34.43
241,11.33,48.38,34.68
135.9,2.798,18.02,26.57
102.7,1.453,18.24,23.23
208.9,2.836,21.02,66.04
101.7,1.615,7.462,35.04
105,1.154,7.048,30.75
177,4.539,30.62,52.06
278.4,4.461,46.6,61.43
117.5,3.708,15.35,32.13
105.8,2.184,12.31,26.98
56.7,1.153,5.92,17.76
36.73,0.843,3.712,12.91
27.65,0.635,2.641,9.898
22.49,0.542,2.286,8.054
19.26,0.483,1.837,6.731
16.58,0.422,1.591,5.6
14.7,0.387,1.547,4.85
13.29,0.353,1.415,4.289
12.52,0.449,1.385,4.017
12.69,0.773,1.299,3.591
10.85,0.454,1.08,3.157
14.69,0.435,1.196,4.693
16.8,0.379,1.183,4.055
20.32,0.421,1.809,4.374
16.24,0.422,1.514,3.98
28.03,0.942,3.515,5.221
36.66,0.578,3.902,5.447
22.69,0.424,2.5,4.427
17.25,0.355,1.753,3.941
14.64,0.32,1.485,3.609
13.11,0.295,1.307,3.433
12.19,0.273,1.193,3.167
11.14,0.248,1.034,2.985
10.35,0.231,0.95,2.84
9.709,0.219,0.861,2.641
9.069,0.201,0.768,2.475
8.617,0.187,0.737,2.34
8.12,0.182,0.746,2.281
7.58,0.174,0.701,2.204
7.239,0.168,0.672,2.122
6.921,0.161,0.683,2.023
6.626,0.157,0.636,1.952
6.407,0.155,0.592,1.907
6.041,0.146,0.565,1.858
5.549,0.134,0.483,1.791
5.537,0.147,0.528,1.747
5.494,0.144,0.52,1.711
118.3,4.111,21.45,17.5
151,3.211,21.36,23.09
91.79,1.839,10.48,17.37
55.05,1.065,6.676,13.91
34.57,0.641,4.039,10.29
24.04,0.495,2.834,8.223
19.17,0.417,2.172,6.898
16.23,0.365,1.828,5.84
14.12,0.332,1.565,5.06
12.85,0.308,1.432,4.933
26.18,0.298,2.256,7.048
16.62,0.267,1.605,4.827
14.61,0.336,1.499,8.22
179.7,13.72,59.56,28.8
224.9,6.365,37.88,50.6
57.29,1.376,7.597,18.85
33.16,0.921,4.174,12.73
25.99,0.8,3.118,9.871
62.37,1.54,5.994,20.5
86.12,2.702,11.62,26.03
111.2,2.263,14.65,22.05
46.07,1.168,5.086,14.51
57.48,1.22,10.53,18.41
37.29,0.879,4.871,12.84
29.04,0.716,3.731,10.01
60.47,2.643,13.38,13.02
170.4,5.061,35.76,19.68
122,4.55,19.56,22.95
98.46,2.145,15.9,19.3
193.7,3.759,36.88,41.67
69.83,1.52,8.947,22.27
82.78,2.12,10.98,20.53
93.7,1.83,8.105,29.89
93.86,1.255,5.522,32.25
72.04,1.263,5.717,22.28
72.42,1.097,6.053,18.36
43.46,0.923,4.525,17.93
110,1.48,11.93,21.07
151.6,2.448,42.28,28.12
80.29,1.789,13.19,18.45
46.2,1.245,6.462,13.57
85.73,3.278,11.02,20.8
63.08,1.879,8.442,17.24
62.92,1.367,7.65,15.3
35.47,0.897,4.387,11.49
27.78,1.015,3.277,10.03
145,8.372,22.87,22.2
260.5,7.093,36.5,40.19
137.7,4.048,27.23,43.37
199.8,2.33,17.25,54.27
84.87,2.018,12.1,26.64
53.59,1.435,6.193,18.43
136,3.166,31.37,33.78
88.82,1.7,12.27,26.3
55.44,1.417,7.284,19.04
37.25,0.944,4.363,13.98
28.21,0.688,3.105,11.03
23.53,0.566,2.513,9.138
20.92,0.565,2.326,8.001
20.03,0.598,2.24,7.147
17.98,0.542,1.964,6.066
16.43,0.524,1.862,5.318
15.96,0.666,1.979,5.045
32.01,1.911,5.664,10.94
58.13,3.106,14.19,15.57
148.4,4.028,24.67,28.6
104.1,3.796,20.89,26.06
65.6,1.836,9.842,18.8
148,4.058,38.01,34.68
123.5,2.699,25.56,34.89
119.7,2.34,16.45,33.31
147.8,2.964,16.12,41.64
115.2,2.502,16.79,33.05
148.2,2.2,16.92,33.47
85.26,1.99,14.49,24.21
100.5,1.691,13.32,22.13
45.07,1.069,5.494,14.86
40.43,1.312,5.063,12.52
35.2,0.987,4.066,10.88
28.18,0.757,3.139,9.266
22.52,0.604,2.495,7.644
19.09,0.536,2.09,6.489
16.75,0.478,1.84,5.581
15.1,0.457,1.666,4.956
15.19,0.49,1.783,4.624
14.33,0.42,1.575,4.27
12.12,0.342,1.281,3.793
10.94,0.342,1.235,3.425
17.78,0.536,3.749,3.794
27.99,0.687,5.348,3.954
19.37,0.464,2.9,3.461
14.61,0.393,2.108,3.135
12.85,0.353,1.79,2.962
11.65,0.324,1.564,2.77
10.89,0.301,1.384,2.632
10.27,0.281,1.282,2.499
9.886,0.312,1.251,2.456
16.68,0.381,3.994,3.478
35.15,0.451,4.778,4.736
18.73,1.41,3.532,3.427
50.27,1.873,7.394,6.085
25.58,0.778,3.476,5.13
18.84,0.549,2.557,4.319
15.64,0.45,2.064,3.863
13.54,0.383,1.73,3.472
12.1,0.348,1.531,3.191
11.39,0.329,1.395,3.137
11.91,0.507,1.38,3.31
12.02,0.458,1.344,3.074
10.53,0.354,1.209,2.84
9.556,0.308,1.088,2.631
9.048,0.27,1,2.486
8.432,0.251,0.9,2.365
7.884,0.239,0.827,2.284
7.54,0.23,0.793,2.236
7.27,0.222,0.77,2.122
6.974,0.216,0.712,2.061
6.696,0.193,0.684,1.997
6.398,0.181,0.65,1.932
7.084,0.21,0.881,1.994
33.74,0.26,6.567,2.78
23.24,0.269,3.081,2.399
22.9,0.278,2.479,2.305
17.95,0.257,1.969,2.351
21.92,0.234,1.834,2.682
15.9,0.215,1.539,2.737
13.89,0.44,1.39,2.853
12.14,0.288,1.158,2.459
10.17,0.218,1.025,2.221
9.157,0.194,0.927,2.102
8.489,0.18,0.845,2.043
7.819,0.17,0.772,1.97
7.311,0.158,0.709,1.908
7.192,0.158,0.714,1.897
7.968,0.16,0.734,1.925
7.451,0.157,0.688,1.841
7.04,0.153,0.675,1.815
7.026,0.164,0.737,1.954
11.68,0.252,0.953,2.362
9.126,0.189,0.741,1.984
7.345,0.171,0.664,1.874
6.804,0.162,0.612,1.853
6.872,0.158,0.572,1.892
6.453,0.152,0.565,1.797
5.863,0.146,0.537,1.654
5.684,0.145,0.526,1.904
6.815,0.144,0.522,4.431
17.98,0.144,0.53,6.833
10.2,0.138,0.472,3.667
7.711,0.133,0.442,2.833
6.786,0.126,0.419,2.471
6.158,0.123,0.427,2.255
5.699,0.119,0.412,2.1
5.334,0.087,0.412,2.005
5.059,0.08,0.393,1.882
4.824,0.078,0.379,1.825
4.56,0.076,0.366,1.798
4.354,0.075,0.368,1.729
4.143,0.074,0.365,1.656
3.932,0.075,0.357,1.612
3.983,0.09,0.344,1.605
3.653,0.078,0.345,1.552
3.566,0.071,0.332,1.528
3.485,0.077,0.329,1.506
3.393,0.071,0.304,1.475
3.301,0.067,0.311,1.448
3.279,0.07,0.318,1.449
3.311,0.079,0.372,1.463
3.356,0.073,0.358,1.408
3.149,0.066,0.315,1.353
3.02,0.063,0.295,1.331
2.748,0.062,0.278,1.303
2.65,0.061,0.242,1.295
2.685,0.066,0.259,1.335
2.785,0.069,0.274,1.356
2.749,0.064,0.266,1.3
2.616,0.061,0.253,1.268
2.549,0.072,0.252,1.17
2.616,0.076,0.271,1.19
3.052,0.128,0.319,0.978
3.019,0.069,0.287,0.937
4.498,0.065,1.242,0.884
3.807,0.064,0.656,1.122
3.867,0.059,0.532,0.893
3.557,0.067,0.375,0.877
3.36,0.067,0.34,0.853
3.046,0.06,0.314,0.833
2.789,0.056,0.295,0.83
2.603,0.051,0.278,0.805
2.63,0.12,0.283,0.867
2.802,0.192,0.301,0.872
4.344,0.649,0.693,1.173
4.678,0.193,0.675,1.241
11.51,0.278,1.921,1.458
7.661,0.141,0.772,1.369
5.618,0.099,0.56,1.178
4.021,0.075,0.406,0.981
3.209,0.065,0.34,0.862
2.862,0.061,0.302,0.833
2.697,0.061,0.298,0.844
2.92,0.066,0.985,0.942
142.9,3.809,26.02,6.684
36.43,0.857,4.546,3.489
13.55,0.356,1.77,2.12
9.253,0.241,1.175,1.758
7.203,0.188,0.914,1.505
6.002,0.152,0.75,1.365
5.175,0.129,0.609,1.28
4.532,0.111,0.533,1.193
3.669,0.1,0.461,1.128
5.678,0.123,0.514,1.678
5.457,0.104,0.476,1.499
4.439,0.104,0.445,1.333
4.033,0.226,0.433,1.228
3.433,0.146,0.408,1.119
3.118,0.112,0.379,1.04
2.892,0.094,0.346,0.93
2.915,0.088,0.325,0.896
2.657,0.079,0.331,0.843
2.497,0.076,0.277,0.857
2.439,0.071,0.29,0.839
2.304,0.066,0.277,0.829
2.229,0.063,0.26,0.787
2.424,0.059,0.258,0.752
2.333,0.055,0.24,0.728
2.199,0.053,0.23,0.68
2.113,0.047,0.219,0.646
1.835,0.05,0.232,0.671
1.861,0.053,0.246,0.674
1.973,0.05,0.317,0.699
2.132,0.052,0.265,0.901
2.134,0.047,0.253,1.05
2.184,0.056,0.282,0.88
2.169,0.054,0.231,0.749
2.009,0.052,0.219,0.681
1.848,0.054,0.228,0.649
1.701,0.066,0.229,0.637
1.563,0.054,0.217,0.61
1.577,0.051,0.204,0.589
1.501,0.05,0.19,0.567
1.477,0.05,0.188,0.553
1.42,0.047,0.186,0.546
1.383,0.045,0.176,0.532
1.579,0.046,0.182,0.517
1.356,0.047,0.185,0.509
1.366,0.05,0.203,0.508
1.463,0.068,0.224,0.495
1.474,0.06,0.216,0.54
1.588,0.052,0.198,0.561
1.693,0.093,0.265,0.769
1.986,0.078,0.229,0.681
2.436,0.35,0.36,0.714
8.675,1.731,1.718,1.477
11.15,0.31,1.092,1.583
5.193,0.152,0.482,1.083
4.126,0.91,0.489,1.043
7.701,0.698,1.018,1.217
5.756,0.252,0.606,1.027
3.674,0.161,0.386,0.872
2.88,0.118,0.315,0.793
2.436,0.095,0.276,0.764
2.146,0.082,0.255,0.728
1.948,0.075,0.248,0.65
1.805,0.071,0.239,0.613
1.729,0.067,0.232,0.6
1.631,0.064,0.226,0.59
1.568,0.063,0.217,0.566
1.511,0.061,0.208,0.531
1.457,0.055,0.203,0.55
1.484,0.051,0.202,0.537
1.438,0.048,0.184,0.512
1.334,0.048,0.179,0.486
1.224,0.049,0.182,0.48
1.203,0.048,0.184,0.478
1.164,0.049,0.161,0.429
1.36,0.05,0.156,0.437
1.169,0.053,0.158,0.454
1.279,0.057,0.182,0.564
2.776,0.105,0.24,0.577
2.555,0.063,0.243,0.725
8.268,0.306,0.709,1.016
45.17,1.077,3.555,1.682
36.85,0.599,2.88,1.654
141.6,4.886,26.73,6.572
66.68,1.815,5.824,4.393
20,0.51,1.748,2.062
12.22,0.308,1.113,1.57
8.781,0.231,0.831,1.358
7.65,0.255,0.716,1.295
31.84,0.657,4.439,2.597
17.88,0.452,1.892,1.944
14.06,0.397,1.264,1.776
11.68,0.435,1.024,1.627
31.19,3.609,6.255,2.765
99.06,2.104,19.92,4.544
32.85,0.706,4.839,2.599
22.17,1.876,3.562,5.29
117.7,2.776,13.98,17.78
35.28,0.794,3.845,6.668
21.74,0.492,2.31,4.353
16.64,0.528,1.927,4.302
65.29,3.938,13.91,8.222
81.28,3.067,18.32,14.75
55.99,1.281,8.631,9.711
27.8,0.664,3.889,6.086
19.78,0.487,2.602,4.596
15.57,0.392,2.006,3.753
13.84,0.38,1.646,8.6
23.84,0.42,2.106,10.72
21.19,0.58,2.513,9.641
72.89,1.001,5.565,17.47
29.09,0.547,2.666,9.907
21.18,0.442,2,8.41
20.66,0.413,2.306,7.789
27.89,0.389,3.364,6.579
16.96,0.283,1.85,5.128
13.35,0.237,1.416,4.348
12.67,0.502,1.453,4.113
77.01,2.805,9.552,15.68
42.76,1.049,5.2,8.867
24.63,0.573,3.009,6.527
36.04,1.195,6.982,6.045
23.68,0.774,3.828,5.199
29.75,0.535,2.766,10.14
105.5,1.299,9.177,12.52
46.72,0.821,4.517,8.396
28.55,0.655,2.81,6.914
34.24,2.095,7.679,7.39
